"Read_code","Term","Disease"
"D100.00","Hereditary spherocytosis","Anaemia Haemolytic"
"D100.12","Minkowski - Chauffard syndrome","Anaemia Haemolytic"
"D101.00","Hereditary elliptocytosis","Anaemia Haemolytic"
"D101.11","Ovalocytosis - hereditary","Anaemia Haemolytic"
"D102.00","Haemolytic anaemia due to glutathione metabolism disorder","Anaemia Haemolytic"
"D102000","Glucose-6-phosphate dehydrogenase deficiency anaemia","Anaemia Haemolytic"
"D102100","Favism","Anaemia Haemolytic"
"D102200","Drug-induced enzyme deficiency anaemia","Anaemia Haemolytic"
"D103000","Haemolytic anaemia due to hexokinase deficiency","Anaemia Haemolytic"
"D103100","Haemolytic anaemia due to pyruvate kinase deficiency","Anaemia Haemolytic"
"D103300","Anaemia due to disorders of nucleotide metabolism","Anaemia Haemolytic"
"D103z00","Enzyme deficiency haemolytic anaemia NOS","Anaemia Haemolytic"
"D107.00","Other haemoglobinopathies","Anaemia Haemolytic"
"D107000","Congenital Heinz-body anaemia","Anaemia Haemolytic"
"D107100","Hereditary persistence of fetal haemoglobin [HPFH]","Anaemia Haemolytic"
"D107111","Hb F disease","Anaemia Haemolytic"
"D107200","Haemoglobin Bart's disease","Anaemia Haemolytic"
"D107600","Haemoglobin Zurich disease","Anaemia Haemolytic"
"D107y00","Other specified other haemoglobinopathy","Anaemia Haemolytic"
"D107z00","Other haemoglobinopathy NOS","Anaemia Haemolytic"
"D10y.00","Other specified hereditary haemolytic anaemias","Anaemia Haemolytic"
"D10y000","Stomatocytosis","Anaemia Haemolytic"
"D10yz00","Other specified hereditary haemolytic anaemia NOS","Anaemia Haemolytic"
"D10z.00","Hereditary haemolytic anaemia NOS","Anaemia Haemolytic"
"D11..00","Acquired haemolytic anaemias","Anaemia Haemolytic"
"D110.00","Autoimmune haemolytic anaemias","Anaemia Haemolytic"
"D110.11","Coombs positive haemolysis","Anaemia Haemolytic"
"D013z00","Other specified megaloblastic anaemia NEC NOS","Anaemia Nos"
"D014.00","Protein-deficiency anaemia","Anaemia Nos"
"D014000","Amino-acid deficiency anaemia","Anaemia Nos"
"D014100","Oroticaciduria","Anaemia Nos"
"D014z00","Protein-deficiency anaemia NOS","Anaemia Nos"
"D01y.00","Other specified nutritional deficiency anaemia","Anaemia Nos"
"D01y000","Vitamin C deficiency anaemia","Anaemia Nos"
"D01y100","Vitamin E deficiency anaemia","Anaemia Nos"
"D01yy00","Other specified other nutritional deficiency anaemia","Anaemia Nos"
"D01yz00","Other specified nutritional deficiency anaemia NOS","Anaemia Nos"
"D01z.00","Other deficiency anaemias NOS","Anaemia Nos"
"D01z.11","Megaloblastic anaemia NOS","Anaemia Nos"
"D01z000","[X]Megaloblastic anaemia NOS","Anaemia Nos"
"D0y..00","Other specified deficiency anaemias","Anaemia Nos"
"D0z..00","Deficiency anaemias NOS","Anaemia Nos"
"D2...00","Aplastic and other anaemias","Anaemia Nos"
"D21..00","Other and unspecified anaemias","Anaemia Nos"
"D210.00","Sideroblastic anaemia","Anaemia Nos"
"D210000","Congenital sideroblastic anaemia","Anaemia Nos"
"D210100","Acquired sideroblastic anaemia","Anaemia Nos"
"D210200","Pyridoxine-responsive sideroblastic anaemia","Anaemia Nos"
"D210300","Secondary sideroblastic anaemia due to disease","Anaemia Nos"
"D210400","Secondary sideroblastic anaemia due to drugs and toxins","Anaemia Nos"
"D210z00","Sideroblastic anaemia NOS","Anaemia Nos"
"D211.00","Acute posthaemorrhagic anaemia","Anaemia Nos"
"D211.11","Normocytic anaemia following acute bleed","Anaemia Nos"
"D212.00","Anaemia in neoplastic disease","Anaemia Nos"
"D212000","Anaemia in ovarian carcinoma","Anaemia Nos"
"D213.00","Refractory anaemia","Anaemia Nos"
"D215.00","Anaemia secondary to renal failure","Anaemia Nos"
"D214.00","Chronic anaemia","Anaemia Nos"
"D215000","Anaemia secondary to chronic renal failure","Anaemia Nos"
"D21y.00","Other specified anaemias","Anaemia Nos"
"D01..11","Megaloblastic anaemia","Anaemia Nos"
"D21y011","Congenital dyserythropoietic anaemia","Anaemia Nos"
"D21y012","Congenital dyserythropoiesis NEC","Anaemia Nos"
"D21y200","Leukoerythroblastic anaemia","Anaemia Nos"
"D21yy00","Other specified other anaemia","Anaemia Nos"
"D21yz00","Other specified anaemia NOS","Anaemia Nos"
"D21z.00","Anaemia unspecified","Anaemia Nos"
"D21z.11","Secondary anaemia NOS","Anaemia Nos"
"D21z.12","Normocytic anaemia due to unspecified cause","Anaemia Nos"
"D21z.13","Macrocytic anaemia of unspecified cause","Anaemia Nos"
"D2y..00","Other specified anaemias","Anaemia Nos"
"D2z..00","Other anaemias NOS","Anaemia Nos"
"Dyu2200","[X]Anaemia in other chronic diseases classified elsewhere","Anaemia Nos"
"Dyu2400","[X]Other specified anaemias","Anaemia Nos"
"D21y000","Congenital dyshaematopoietic anaemia","Anaemia Nos"
"145..11","H/O: anaemia","Anaemia Nos"
"D0...00","Deficiency anaemias","Anaemia Nos"
"D00..11","Hypochromic - microcytic anaemia","Anaemia Nos"
"D00..12","Microcytic - hypochromic anaemia","Anaemia Nos"
"D00y100","Microcytic hypochromic anaemia","Anaemia Nos"
"D00z200","Idiopathic hypochromic anaemia","Anaemia Nos"
"D01..00","Other deficiency anaemias","Anaemia Nos"
"D012112","Megaloblastic anaemia due to dietary causes","Anaemia Nos"
"D012500","Macrocytic anaemia unspecified cause","Anaemia Nos"
"D013.00","Other specified megaloblastic anaemia NEC","Anaemia Nos"
"J577000","Angiodysplasia of colon","Angiodysplasia of colon"
"388p.00","BASDAI - Bath ankylosing spondylitis disease activity index","Ankylosing Spondylitis"
"N100.00","Ankylosing spondylitis","Ankylosing Spondylitis"
"J571200","Anal prolapse","Anorectal Prolapse"
"7727y00","Other specified perineal operation for rectal prolapse","Anorectal Prolapse"
"J571.12","Proctoptosis","Anorectal Prolapse"
"7727z00","Perineal operation for rectal prolapse NOS","Anorectal Prolapse"
"J571.00","Rectal prolapse","Anorectal Prolapse"
"J571.11","Procidentia - anus and/or rectum","Anorectal Prolapse"
"J571000","Partial rectal prolapse","Anorectal Prolapse"
"J571100","Complete rectal prolapse","Anorectal Prolapse"
"J571z00","Rectal prolapse NOS","Anorectal Prolapse"
"J579.00","Rectal mucosa prolapse","Anorectal Prolapse"
"7723y00","Other specified fixation of rectum for prolapse","Anorectal Prolapse"
"7720y00","Partial excision of rectum and sigmoid colon for prolapse OS","Anorectal Prolapse"
"7723z00","Fixation of rectum for prolapse NOS","Anorectal Prolapse"
"7724y00","Other abdominal operation for rectal prolapse OS","Anorectal Prolapse"
"7724y11","Delorme repair of rectum for prolapse","Anorectal Prolapse"
"7724z00","Other abdominal operation for rectal prolapse NOS","Anorectal Prolapse"
"R036.00","[D]Polyphagia","Anorexia and Bulimia Nervosa"
"R036000","[D]Excessive eating","Anorexia and Bulimia Nervosa"
"R036011","[D]Bulimia NOS","Anorexia and Bulimia Nervosa"
"R036100","[D]Hyperalimentation","Anorexia and Bulimia Nervosa"
"E275y00","Other specified non-organic eating disorder","Anorexia and Bulimia Nervosa"
"SN42100","Starvation","Anorexia and Bulimia Nervosa"
"E275.00","Other and unspecified non-organic eating disorders","Anorexia and Bulimia Nervosa"
"E275000","Unspecified non-organic eating disorder","Anorexia and Bulimia Nervosa"
"E275100","Bulimia (non-organic overeating)","Anorexia and Bulimia Nervosa"
"R036z00","[D]Polyphagia NOS","Anorexia and Bulimia Nervosa"
"E275111","Compulsive eating disorder","Anorexia and Bulimia Nervosa"
"E275z00","Non-organic eating disorder NOS","Anorexia and Bulimia Nervosa"
"Eu50.00","[X]Eating disorders","Anorexia and Bulimia Nervosa"
"Eu50100","[X]Atypical anorexia nervosa","Anorexia and Bulimia Nervosa"
"Eu50200","[X]Bulimia nervosa","Anorexia and Bulimia Nervosa"
"8HTN.00","Referral to eating disorders clinic","Anorexia and Bulimia Nervosa"
"Eu50212","[X]Hyperorexia nervosa","Anorexia and Bulimia Nervosa"
"9Nk9.00","Seen in eating disorder clinic","Anorexia and Bulimia Nervosa"
"E271.00","Anorexia nervosa","Anorexia and Bulimia Nervosa"
"Eu50400","[X]Overeating associated with other psychological disturbncs","Anorexia and Bulimia Nervosa"
"Eu50y00","[X]Other eating disorders","Anorexia and Bulimia Nervosa"
"R030z00","[D]Anorexia NOS","Anorexia and Bulimia Nervosa"
"Eu50y11","[X]Pica in adults","Anorexia and Bulimia Nervosa"
"Eu50z00","[X]Eating disorder, unspecified","Anorexia and Bulimia Nervosa"
"Fy05.00","Nocturnal sleep-related eating disorder","Anorexia and Bulimia Nervosa"
"R030.00","[D]Anorexia","Anorexia and Bulimia Nervosa"
"U1B3.11","[X]Starvation","Anorexia and Bulimia Nervosa"
"F441200","Chronic anterior uveitis","Anterior and Intermediate Uveitis"
"F441100","Chronic iridocyclitis due to disease EC","Anterior and Intermediate Uveitis"
"F441000","Unspecified chronic iridocyclitis","Anterior and Intermediate Uveitis"
"F441.00","Chronic iridocyclitis","Anterior and Intermediate Uveitis"
"F440z00","Acute or subacute iritis NOS","Anterior and Intermediate Uveitis"
"F440700","Diabetic iritis","Anterior and Intermediate Uveitis"
"F440600","Hypopyon","Anterior and Intermediate Uveitis"
"F440400","Secondary infected iridocyclitis","Anterior and Intermediate Uveitis"
"F440300","Recurrent iridocyclitis","Anterior and Intermediate Uveitis"
"F440200","Primary iridocyclitis","Anterior and Intermediate Uveitis"
"F440100","Unspecified subacute iridocyclitis","Anterior and Intermediate Uveitis"
"F440000","Unspecified acute iridocyclitis","Anterior and Intermediate Uveitis"
"F440.00","Acute and subacute iridocyclitis","Anterior and Intermediate Uveitis"
"F44..12","Iridocyclitis","Anterior and Intermediate Uveitis"
"F432311","Pars planitis","Anterior and Intermediate Uveitis"
"C34y300","Gouty iritis","Anterior and Intermediate Uveitis"
"A173300","Tuberculous chronic iridocyclitis","Anterior and Intermediate Uveitis"
"A532200","Herpes zoster iridocyclitis","Anterior and Intermediate Uveitis"
"A544400","Herpes simplex iridocyclitis","Anterior and Intermediate Uveitis"
"F432300","Posterior cyclitis","Anterior and Intermediate Uveitis"
"A984100","Gonococcal iridocyclitis","Anterior and Intermediate Uveitis"
"F441.11","Chronic iritis","Anterior and Intermediate Uveitis"
"F443.11","Uveitis NOS","Anterior and Intermediate Uveitis"
"F443.00","Unspecified iridocyclitis","Anterior and Intermediate Uveitis"
"F442z00","Certain types of cyclitis NOS","Anterior and Intermediate Uveitis"
"F442200","Lens-induced iridocyclitis","Anterior and Intermediate Uveitis"
"F442100","Glaucomatocyclitic crises","Anterior and Intermediate Uveitis"
"F442000","Fuchs' heterochromic cyclitis","Anterior and Intermediate Uveitis"
"F442.00","Certain types of iridocyclitis","Anterior and Intermediate Uveitis"
"F441z00","Chronic iridocyclitis NOS","Anterior and Intermediate Uveitis"
"F443000","Anterior uveitis","Anterior and Intermediate Uveitis"
"F443100","Iritis","Anterior and Intermediate Uveitis"
"Eu40z00","[X]Phobic anxiety disorder, unspecified","Anxiety"
"Eu40y00","[X]Other phobic anxiety disorders","Anxiety"
"Eu40100","[X]Social phobias","Anxiety"
"Eu40.00","[X]Phobic anxiety disorders","Anxiety"
"Eu34114","[X]Persistant anxiety depression","Anxiety"
"Eu34113","[X]Neurotic depression","Anxiety"
"E20z.00","Neurotic disorder NOS","Anxiety"
"E20yz00","Other neurotic disorder NOS","Anxiety"
"E202000","Phobia unspecified","Anxiety"
"E20y.00","Other neurotic disorders","Anxiety"
"E202100","Agoraphobia with panic attacks","Anxiety"
"ZV11200","[V]Personal history of neurosis","Anxiety"
"E202200","Agoraphobia without mention of panic attacks","Anxiety"
"E202600","Acrophobia","Anxiety"
"Eu41z00","[X]Anxiety disorder, unspecified","Anxiety"
"E202z00","Phobic disorder NOS","Anxiety"
"Eu41y00","[X]Other specified anxiety disorders","Anxiety"
"Eu41300","[X]Other mixed anxiety disorders","Anxiety"
"Eu41111","[X]Anxiety neurosis","Anxiety"
"Eu41100","[X]Generalized anxiety disorder","Anxiety"
"Eu41000","[X]Panic disorder [episodic paroxysmal anxiety]","Anxiety"
"Eu41.00","[X]Other anxiety disorders","Anxiety"
"146G.00","H/O: agoraphobia","Anxiety"
"1B1V.00","C/O - panic attack","Anxiety"
"225J.00","O/E - panic attack","Anxiety"
"225K.00","O/E - fearful mood","Anxiety"
"285..00","Neurotic condition, insight present","Anxiety"
"286..00","Poor insight into neurotic condition","Anxiety"
"8G52.00","Antiphobic therapy","Anxiety"
"8G94.00","Anxiety management training","Anxiety"
"8HHp.00","Referral for guided self-help for anxiety","Anxiety"
"E20..00","Neurotic disorders","Anxiety"
"E200.00","Anxiety states","Anxiety"
"E200000","Anxiety state unspecified","Anxiety"
"E200100","Panic disorder","Anxiety"
"E200111","Panic attack","Anxiety"
"E200200","Generalised anxiety disorder","Anxiety"
"E200400","Chronic anxiety","Anxiety"
"E200500","Recurrent anxiety","Anxiety"
"E200z00","Anxiety state NOS","Anxiety"
"E201B00","Compensation neurosis","Anxiety"
"H410.11","Asbestos-induced pleural plaque","Asbestosis"
"H410.00","Pleural plaque disease due to asbestosis","Asbestosis"
"H41..00","Asbestosis","Asbestosis"
"H41z.00","Asbestosis NOS","Asbestosis"
"H330.11","Allergic asthma","Asthma"
"H330.00","Extrinsic (atopic) asthma","Asthma"
"H33..11","Bronchial asthma","Asthma"
"H33..00","Asthma","Asthma"
"H312000","Chronic asthmatic bronchitis","Asthma"
"663V300","Severe asthma","Asthma"
"663V200","Moderate asthma","Asthma"
"663V100","Mild asthma","Asthma"
"663V000","Occasional asthma","Asthma"
"663j.00","Asthma - currently active","Asthma"
"1O2..00","Asthma confirmed","Asthma"
"173d.00","Work aggravated asthma","Asthma"
"173c.00","Occupational asthma","Asthma"
"173A.00","Exercise induced asthma","Asthma"
"H330111","Extrinsic asthma with asthma attack","Asthma"
"H33z.11","Hyperreactive airways disease","Asthma"
"H47y000","Detergent asthma","Asthma"
"H35y700","Wood asthma","Asthma"
"H35y600","Sequoiosis (red-cedar asthma)","Asthma"
"H33zz12","Allergic asthma NEC","Asthma"
"H33zz00","Asthma NOS","Asthma"
"H33z200","Late-onset asthma","Asthma"
"H33z111","Asthma attack NOS","Asthma"
"H33z100","Asthma attack","Asthma"
"H33z011","Severe asthma attack","Asthma"
"H33z000","Status asthmaticus NOS","Asthma"
"H33z.00","Asthma unspecified","Asthma"
"H334.00","Brittle asthma","Asthma"
"H333.00","Acute exacerbation of asthma","Asthma"
"H332.00","Mixed asthma","Asthma"
"H331z00","Intrinsic asthma NOS","Asthma"
"H331111","Intrinsic asthma with asthma attack","Asthma"
"H331100","Intrinsic asthma with status asthmaticus","Asthma"
"H331000","Intrinsic asthma without status asthmaticus","Asthma"
"H331.11","Late onset asthma","Asthma"
"H331.00","Intrinsic asthma","Asthma"
"H330z00","Extrinsic asthma NOS","Asthma"
"H330100","Extrinsic asthma with status asthmaticus","Asthma"
"H330000","Extrinsic asthma without status asthmaticus","Asthma"
"H330.14","Pollen asthma","Asthma"
"H330.12","Childhood asthma","Asthma"
"14AN.00","H/O: atrial fibrillation","Atrial Fibrillation"
"14AR.00","History of atrial flutter","Atrial Fibrillation"
"212R.00","Atrial fibrillation resolved","Atrial Fibrillation"
"662S.00","Atrial fibrillation monitoring","Atrial Fibrillation"
"6A9..00","Atrial fibrillation annual review","Atrial Fibrillation"
"9hF..00","Exception reporting: atrial fibrillation quality indicators","Atrial Fibrillation"
"9hF1.00","Excepted from atrial fibrillation qual indic: Inform dissent","Atrial Fibrillation"
"9Os..00","Atrial fibrillation monitoring administration","Atrial Fibrillation"
"9Os0.00","Atrial fibrillation monitoring first letter","Atrial Fibrillation"
"G573.00","Atrial fibrillation and flutter","Atrial Fibrillation"
"G573000","Atrial fibrillation","Atrial Fibrillation"
"G573100","Atrial flutter","Atrial Fibrillation"
"G573200","Paroxysmal atrial fibrillation","Atrial Fibrillation"
"G573300","Non-rheumatic atrial fibrillation","Atrial Fibrillation"
"G573400","Permanent atrial fibrillation","Atrial Fibrillation"
"G573z00","Atrial fibrillation and flutter NOS","Atrial Fibrillation"
"G560.00","Complete atrioventricular block","Atrioventricular Block Complete"
"G560.11","Third degree atrioventricular block","Atrioventricular Block Complete"
"G561200","Mobitz type II atrioventricular block","Atrioventricular Block Second Degree"
"G561400","Second degree atrioventricular block","Atrioventricular Block Second Degree"
"8BPT.00","Drug therapy ADHD (attention deficit hyperactivity disorder)","Attention Deficit Hyperactivity Disorder"
"E2E..00","Childhood hyperkinetic syndrome","Attention Deficit Hyperactivity Disorder"
"E2E..11","Overactive child syndrome","Attention Deficit Hyperactivity Disorder"
"E2E0100","Attention deficit with hyperactivity","Attention Deficit Hyperactivity Disorder"
"E2E1.00","Hyperkinesis with developmental delay","Attention Deficit Hyperactivity Disorder"
